cheese,milk,country,family,type,fat_content,texture,rind,color,flavor,aroma,vegetarian,vegan
Barrel Aged Feta,"cow, goat, sheep",Greece,Feta,"soft, artisan",Medium,"creamy, crumbly",mold ripened,white,creamy,rich,TRUE,FALSE
Phoebe,"goat, sheep",United States,Feta,"fresh soft, brined",Medium,soft,rindless,white,"milky, salty",fresh,FALSE,FALSE
Castillon Frais,sheep,France,Feta,fresh soft,Medium,"creamy, open",rindless,white,"citrusy, creamy, floral, herbaceous","clean, floral, fresh",FALSE,FALSE
Barrel Aged Feta,"cow, goat, sheep",Greece,Feta,"soft, artisan",Medium,"creamy, crumbly",rindless,white,creamy,rich,TRUE,FALSE
Allium Piper,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"garlicky, spicy","fresh, garlicky, spicy",TRUE,FALSE
Binnorie Marinated Fetta,cow,Australia,Feta,"soft, brined",Medium,creamy,natural,white,"herbaceous, mild, milky","clean, fresh, herbal",TRUE,FALSE
Sgt. Pepper,goat,United States,Feta,fresh soft,Medium,"creamy, smooth, spreadable",rindless,white,"full-flavored, spicy","fresh, spicy",TRUE,FALSE
Crottin de Chavignol,goat,France,Feta,"firm, soft-ripened",Medium,crumbly,natural,white,full-flavored,strong,FALSE,FALSE
Barrel Aged Feta,"cow, goat, sheep",Greece,Feta,"soft, artisan",Medium,"creamy, crumbly",natural,white,creamy,rich,FALSE,FALSE
Sgt. Pepper,goat,United States,Feta,fresh soft,Medium,"creamy, smooth, spreadable",rindless,white,"full-flavored, spicy","fresh, spicy",TRUE,FALSE
Phoebe,"goat, sheep",United States,Feta,"fresh soft, brined",Medium,soft,rindless,white,"milky, salty",fresh,TRUE,FALSE
St Tola Divine,goat,France,Feta,"fresh soft, artisan",Medium,"creamy, soft, spreadable",rindless,white,"lemony, mild, milky","floral, mild, milky",FALSE,FALSE
Lemon Myrtle Chevre,goat,Australia,Feta,"fresh firm, artisan",Medium,"creamy, firm, smooth",rindless,white,"acidic, herbaceous","fresh, herbal",TRUE,FALSE
Allium Piper,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",bloomy,white,"garlicky, spicy","fresh, garlicky, spicy",TRUE,FALSE
Crottin de Chavignol,goat,France,Feta,"firm, soft-ripened",Medium,crumbly,natural,white,full-flavored,strong,FALSE,FALSE
Barrel Aged Feta,"cow, goat, sheep",Greece,Feta,"soft, artisan",Medium,"creamy, crumbly",rindless,white,creamy,rich,FALSE,FALSE
Meredith Chevre Dill,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"herbaceous, smooth","aromatic, clean, fresh, herbal",TRUE,FALSE
Murazzano DOP,"cow, goat",Italy,Feta,"fresh soft, processed",Medium,soft,rindless,white,spicy,mild,FALSE,FALSE
Monet,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",bloomy,white,"floral, herbaceous","floral, fresh",TRUE,FALSE
Castillon Frais,sheep,France,Feta,fresh soft,Medium,"creamy, open",rindless,white,"citrusy, creamy, floral, herbaceous","clean, floral, fresh",FALSE,FALSE
Meredith Chevre Dill,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"herbaceous, smooth","aromatic, clean, fresh, herbal",TRUE,FALSE
Shanklish,"cow, sheep","Egypt, Lebanon, Syria",Feta,"fresh firm, hard, artisan",Medium,"creamy, crumbly, firm",mold ripened,white,"sharp, spicy, strong","pungent, strong",FALSE,FALSE
Stella Feta,cow,United States,Feta,"firm, artisan",Medium,"crumbly, firm",bloomy,white,tangy,fresh,TRUE,FALSE
Sleightlett,goat,"England, Great Britain, United Kingdom",Feta,"fresh soft, artisan",Medium,"creamy, fluffy, smooth",mold ripened,white,"citrusy, lemony, nutty","goaty, lactic",FALSE,FALSE
Castillon Frais,sheep,France,Feta,fresh soft,Medium,"creamy, open",rindless,white,"citrusy, creamy, floral, herbaceous","clean, floral, fresh",FALSE,FALSE
Saltbush Chevre,goat,Australia,Feta,"fresh firm, artisan",Medium,creamy,rindless,white,"acidic, grassy, herbaceous, salty","goaty, grassy, herbal",TRUE,FALSE
Murazzano DOP,"cow, goat",Italy,Feta,"fresh soft, processed",Medium,soft,rindless,white,spicy,mild,TRUE,FALSE
Lost Lake,sheep,Canada,Feta,"fresh firm, artisan, soft-ripened",Medium,"creamy, semi firm, soft",mold ripened,white,"creamy, mushroomy","rich, yeasty",FALSE,FALSE
Phoebe,"goat, sheep",United States,Feta,"fresh soft, brined",Medium,soft,rindless,white,"milky, salty",fresh,TRUE,FALSE
Monet,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",natural,white,"floral, herbaceous","floral, fresh",TRUE,FALSE
Saltbush Chevre,goat,Australia,Feta,"fresh firm, artisan",Medium,creamy,rindless,white,"acidic, grassy, herbaceous, salty","goaty, grassy, herbal",TRUE,FALSE
Sirene,"cow, goat, sheep","Albania, Bulgaria, Croatia, Greece, Israel, Macedonia, Romania, Serbia",Feta,"fresh soft, brined",Medium,"crumbly, grainy, smooth",natural,white,"lemony, salty, sharp, tangy",strong,FALSE,FALSE
St Tola Divine,goat,Sweden,Feta,"fresh soft, artisan",Medium,"creamy, soft, spreadable",rindless,white,"lemony, mild, milky","floral, mild, milky",FALSE,FALSE
Sleightlett,goat,"England, Great Britain, United Kingdom",Feta,"fresh soft, artisan",Medium,"creamy, fluffy, smooth",mold ripened,white,"citrusy, lemony, nutty","goaty, lactic",FALSE,FALSE
Stella Feta,cow,United States,Feta,"firm, artisan",Medium,"crumbly, firm",washed,white,tangy,fresh,TRUE,FALSE
Stella Feta,cow,United States,Feta,"firm, artisan",Medium,"crumbly, firm",bloomy,white,tangy,fresh,TRUE,FALSE
Stella Feta,cow,United States,Feta,"firm, artisan",Medium,"crumbly, firm",natural,white,tangy,fresh,TRUE,FALSE
Lost Lake,sheep,Canada,Feta,"fresh firm, artisan, soft-ripened",Medium,"creamy, semi firm, soft",mold ripened,white,"creamy, mushroomy","rich, yeasty",FALSE,FALSE
Crottin de Champcol,goat,France,Feta,soft,Medium,"crumbly, dense",natural,white,full-flavored,strong,TRUE,FALSE
Monet,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",natural,white,"floral, herbaceous","floral, fresh",TRUE,FALSE
Lost Lake,sheep,Canada,Feta,"fresh firm, artisan, soft-ripened",Medium,"creamy, semi firm, soft",mold ripened,white,"creamy, mushroomy","rich, yeasty",FALSE,FALSE
Ackawi,"cow, goat, sheep","Cyprus, Egypt, Israel, Jordan, Lebanon, Middle East, Syria",Feta,"soft, brined",Medium,"elastic, smooth, springy",natural,white,"mild, milky, salty","mild, milky",FALSE,FALSE
Sleightlett,goat,"England, Great Britain, United Kingdom",Feta,"fresh soft, artisan",Medium,"creamy, fluffy, smooth",mold ripened,white,"citrusy, lemony, nutty","goaty, lactic",FALSE,FALSE
Bouyguette,goat,France,Feta,fresh soft,Medium,"creamy, crumbly, soft",edible,white,"lemony, milky, smooth","floral, fresh, goaty, grassy",FALSE,FALSE
Crottin de Champcol,goat,France,Feta,soft,Medium,"crumbly, dense",rindless,white,full-flavored,strong,FALSE,FALSE
Sirene,"cow, goat, sheep","Albania, Bulgaria, Croatia, Greece, Israel, Macedonia, Romania, Serbia",Feta,"fresh soft, brined",Medium,"crumbly, grainy, smooth",natural,white,"lemony, salty, sharp, tangy",strong,FALSE,FALSE
Ackawi,"cow, goat, sheep","Cyprus, Egypt, Israel, Jordan, Lebanon, Middle East, Syria",Feta,"soft, brined",Medium,"elastic, smooth, springy",natural,white,"mild, milky, salty","mild, milky",FALSE,FALSE
Lemon Myrtle Chevre,goat,Australia,Feta,"fresh firm, artisan",Medium,"creamy, firm, smooth",rindless,white,"acidic, herbaceous","fresh, herbal",TRUE,FALSE
Castillon Frais,sheep,France,Feta,fresh soft,Medium,"creamy, open",rindless,white,"citrusy, creamy, floral, herbaceous","clean, floral, fresh",FALSE,FALSE
Sirene,"cow, goat, sheep","Albania, Bulgaria, Croatia, Greece, Israel, Macedonia, Romania, Serbia",Feta,"fresh soft, brined",Medium,"crumbly, grainy, smooth",natural,white,"lemony, salty, sharp, tangy",strong,FALSE,FALSE
Lemon Fetish,sheep,Canada,Feta,"fresh firm, artisan",Medium,"crumbly, dry",natural,white,"citrusy, lemony, salty, tangy","clean, lactic",FALSE,FALSE
President Fat Free Feta,cow,"France, United States",Feta,"firm, artisan, brined",Medium,crumbly,natural,white,"herbaceous, salty, tangy",fresh,FALSE,FALSE
Petit-Suisse,cow,France,Feta,fresh soft,Medium,"creamy, smooth",rindless,white,"mild, sweet",fresh,FALSE,FALSE
Castillon Frais,sheep,France,Feta,fresh soft,Medium,"creamy, open",rindless,white,"citrusy, creamy, floral, herbaceous","clean, floral, fresh",FALSE,FALSE
Barambah Organics Marinated Feta,cow,Australia,Feta,fresh soft,Medium,"creamy, crumbly, springy",rindless,white,"herbaceous, mild, milky","herbal, mild, milky",TRUE,FALSE
Barambah Organics Marinated Feta,cow,Australia,Feta,fresh soft,Medium,"creamy, crumbly, springy",rindless,white,"herbaceous, mild, milky","herbal, mild, milky",TRUE,FALSE
Ackawi,"cow, goat, sheep","Cyprus, Egypt, Israel, Jordan, Lebanon, Middle East, Syria",Feta,"soft, brined",Medium,"elastic, smooth, springy",natural,white,"mild, milky, salty","mild, milky",FALSE,FALSE
St Tola Greek Style,goat,Ireland,Feta,"firm, brined",Medium,smooth,rindless,white,"creamy, salty",goaty,FALSE,FALSE
Bianca,"goat, sheep",United States,Feta,"fresh soft, artisan",Medium,"soft, spreadable",rindless,ivory,"creamy, tangy","fresh, rich",FALSE,FALSE
Crottin de Chavignol,goat,France,Feta,"firm, soft-ripened",Medium,crumbly,natural,white,full-flavored,strong,TRUE,FALSE
Bouyguette,goat,France,Feta,fresh soft,Medium,"creamy, crumbly, soft",edible,white,"lemony, milky, smooth","floral, fresh, goaty, grassy",FALSE,FALSE
St Tola Divine,goat,Germany,Feta,"fresh soft, artisan",Medium,"creamy, soft, spreadable",rindless,white,"lemony, mild, milky","floral, mild, milky",FALSE,FALSE
Crottin de Champcol,goat,France,Feta,soft,Medium,"crumbly, dense",natural,white,full-flavored,strong,FALSE,FALSE
Stella Feta,cow,United States,Feta,"firm, artisan",Medium,"crumbly, firm",rindless,white,tangy,fresh,TRUE,FALSE
Bouyguette,goat,France,Feta,fresh soft,Medium,"creamy, crumbly, soft",edible,white,"lemony, milky, smooth","floral, fresh, goaty, grassy",FALSE,FALSE
Crottin de Champcol,goat,France,Feta,soft,Medium,"crumbly, dense",natural,white,full-flavored,strong,FALSE,FALSE
Castillon Frais,sheep,France,Feta,fresh soft,Medium,"creamy, open",rindless,white,"citrusy, creamy, floral, herbaceous","clean, floral, fresh",FALSE,FALSE
Lemon Myrtle Chevre,goat,Australia,Feta,"fresh firm, artisan",Medium,"creamy, firm, smooth",rindless,white,"acidic, herbaceous","fresh, herbal",TRUE,FALSE
Allium Piper,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",mold ripened,white,"garlicky, spicy","fresh, garlicky, spicy",TRUE,FALSE
Ackawi,"cow, goat, sheep","Cyprus, Egypt, Israel, Jordan, Lebanon, Middle East, Syria",Feta,"soft, brined",Medium,"elastic, smooth, springy",natural,white,"mild, milky, salty","mild, milky",FALSE,FALSE
Murazzano DOP,"cow, goat",Italy,Feta,"fresh soft, processed",Medium,soft,rindless,white,spicy,mild,TRUE,FALSE
Shanklish,"cow, sheep","Egypt, Lebanon, Syria",Feta,"fresh firm, hard, artisan",Medium,"creamy, crumbly, firm",mold ripened,white,"sharp, spicy, strong","pungent, strong",FALSE,FALSE
Shanklish,"cow, sheep","Egypt, Lebanon, Syria",Feta,"fresh firm, hard, artisan",Medium,"creamy, crumbly, firm",mold ripened,white,"sharp, spicy, strong","pungent, strong",FALSE,FALSE
Sirene,"cow, goat, sheep","Albania, Bulgaria, Croatia, Greece, Israel, Macedonia, Romania, Serbia",Feta,"fresh soft, brined",Medium,"crumbly, grainy, smooth",natural,white,"lemony, salty, sharp, tangy",strong,FALSE,FALSE
Bianca,"goat, sheep",United States,Feta,"fresh soft, artisan",Medium,"soft, spreadable",rindless,ivory,"creamy, tangy","fresh, rich",TRUE,FALSE
Barambah Organics Marinated Feta,cow,Australia,Feta,fresh soft,Medium,"creamy, crumbly, springy",rindless,white,"herbaceous, mild, milky","herbal, mild, milky",TRUE,FALSE
Lemon Myrtle Chevre,goat,Australia,Feta,"fresh firm, artisan",Medium,"creamy, firm, smooth",rindless,white,"acidic, herbaceous","fresh, herbal",TRUE,FALSE
Castillon Frais,sheep,France,Feta,fresh soft,Medium,"creamy, open",rindless,white,"citrusy, creamy, floral, herbaceous","clean, floral, fresh",FALSE,FALSE
Sgt. Pepper,goat,United States,Feta,fresh soft,Medium,"creamy, smooth, spreadable",rindless,white,"full-flavored, spicy","fresh, spicy",TRUE,FALSE
St Tola Greek Style,goat,Ireland,Feta,"firm, brined",Medium,smooth,rindless,white,"creamy, salty",goaty,FALSE,FALSE
Barambah Organics Marinated Feta,cow,Australia,Feta,fresh soft,Medium,"creamy, crumbly, springy",rindless,white,"herbaceous, mild, milky","herbal, mild, milky",TRUE,FALSE
Ackawi,"cow, goat, sheep","Cyprus, Egypt, Israel, Jordan, Lebanon, Middle East, Syria",Feta,"soft, brined",Medium,"elastic, smooth, springy",natural,white,"mild, milky, salty","mild, milky",FALSE,FALSE
Barambah Organics Marinated Feta,cow,Australia,Feta,fresh soft,Medium,"creamy, crumbly, springy",rindless,white,"herbaceous, mild, milky","herbal, mild, milky",TRUE,FALSE
Bianca,"goat, sheep",United States,Feta,"fresh soft, artisan",Medium,"soft, spreadable",rindless,ivory,"creamy, tangy","fresh, rich",FALSE,FALSE
Monet,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",natural,white,"floral, herbaceous","floral, fresh",TRUE,FALSE
Meredith Chevre Dill,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"herbaceous, smooth","aromatic, clean, fresh, herbal",TRUE,FALSE
Barambah Organics Marinated Feta,cow,Australia,Feta,fresh soft,Medium,"creamy, crumbly, springy",rindless,white,"herbaceous, mild, milky","herbal, mild, milky",TRUE,FALSE
Ackawi,"cow, goat, sheep","Cyprus, Egypt, Israel, Jordan, Lebanon, Middle East, Syria",Feta,"soft, brined",Medium,"elastic, smooth, springy",natural,white,"mild, milky, salty","mild, milky",FALSE,FALSE
Bianca,"goat, sheep",United States,Feta,"fresh soft, artisan",Medium,"soft, spreadable",rindless,ivory,"creamy, tangy","fresh, rich",TRUE,FALSE
St Tola Divine,goat,Scotland,Feta,"fresh soft, artisan",Medium,"creamy, soft, spreadable",rindless,white,"lemony, mild, milky","floral, mild, milky",FALSE,FALSE
Shanklish,"cow, sheep","Egypt, Lebanon, Syria",Feta,"fresh firm, hard, artisan",Medium,"creamy, crumbly, firm",mold ripened,white,"sharp, spicy, strong","pungent, strong",FALSE,FALSE
Meredith Chevre Dill,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"herbaceous, smooth","aromatic, clean, fresh, herbal",TRUE,FALSE
Bouyguette,goat,France,Feta,fresh soft,Medium,"creamy, crumbly, soft",edible,white,"lemony, milky, smooth","floral, fresh, goaty, grassy",FALSE,FALSE
St Tola Greek Style,goat,Ireland,Feta,"firm, brined",Medium,smooth,rindless,white,"creamy, salty",goaty,FALSE,FALSE
Crottin de Champcol,goat,France,Feta,soft,Medium,"crumbly, dense",natural,white,full-flavored,strong,TRUE,FALSE
Monet,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"floral, herbaceous","floral, fresh",TRUE,FALSE
Monet,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"floral, herbaceous","floral, fresh",TRUE,FALSE
St Tola Divine,goat,United States,Feta,"fresh soft, artisan",Medium,"creamy, soft, spreadable",rindless,white,"lemony, mild, milky","floral, mild, milky",FALSE,FALSE
Crottin de Chavignol,goat,France,Feta,"firm, soft-ripened",Medium,crumbly,natural,white,full-flavored,strong,FALSE,FALSE
Stella Feta,cow,United States,Feta,"firm, artisan",Medium,"crumbly, firm",natural,white,tangy,fresh,TRUE,FALSE
Lost Lake,sheep,Canada,Feta,"fresh firm, artisan, soft-ripened",Medium,"creamy, semi firm, soft",mold ripened,white,"creamy, mushroomy","rich, yeasty",TRUE,FALSE
President Fat Free Feta,cow,"France, United States",Feta,"firm, artisan, brined",Medium,crumbly,natural,white,"herbaceous, salty, tangy",fresh,FALSE,FALSE
Bouyguette,goat,France,Feta,fresh soft,Medium,"creamy, crumbly, soft",edible,white,"lemony, milky, smooth","floral, fresh, goaty, grassy",FALSE,FALSE
Petit-Suisse,cow,France,Feta,fresh soft,Medium,"creamy, smooth",rindless,white,"mild, sweet",fresh,TRUE,FALSE
Président Fresh Goat Cheese,goat,France,Feta,"fresh firm, artisan",Medium,"dense, smooth",natural,white,"herbaceous, mild, sharp, smooth, tangy","fresh, goaty",FALSE,FALSE
Barrel Aged Feta,"cow, goat, sheep",Greece,Feta,"soft, artisan",Medium,"creamy, crumbly",natural,white,creamy,rich,TRUE,FALSE
Bianca,"goat, sheep",United States,Feta,"fresh soft, artisan",Medium,"soft, spreadable",rindless,ivory,"creamy, tangy","fresh, rich",FALSE,FALSE
Shanklish,"cow, sheep","Egypt, Lebanon, Syria",Feta,"fresh firm, hard, artisan",Medium,"creamy, crumbly, firm",mold ripened,white,"sharp, spicy, strong","pungent, strong",FALSE,FALSE
Bouyguette,goat,France,Feta,fresh soft,Medium,"creamy, crumbly, soft",edible,white,"lemony, milky, smooth","floral, fresh, goaty, grassy",FALSE,FALSE
Lost Lake,sheep,Canada,Feta,"fresh firm, artisan, soft-ripened",Medium,"creamy, semi firm, soft",mold ripened,white,"creamy, mushroomy","rich, yeasty",FALSE,FALSE
Monet,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",natural,white,"floral, herbaceous","floral, fresh",TRUE,FALSE
Lemon Fetish,sheep,Canada,Feta,"fresh firm, artisan",Medium,"crumbly, dry",natural,white,"citrusy, lemony, salty, tangy","clean, lactic",TRUE,FALSE
Barrel Aged Feta,"cow, goat, sheep",Greece,Feta,"soft, artisan",Medium,"creamy, crumbly",washed,white,creamy,rich,FALSE,FALSE
Lost Lake,sheep,Canada,Feta,"fresh firm, artisan, soft-ripened",Medium,"creamy, semi firm, soft",mold ripened,white,"creamy, mushroomy","rich, yeasty",TRUE,FALSE
Bouyguette,goat,France,Feta,fresh soft,Medium,"creamy, crumbly, soft",edible,white,"lemony, milky, smooth","floral, fresh, goaty, grassy",FALSE,FALSE
St Tola Greek Style,goat,Ireland,Feta,"firm, brined",Medium,smooth,rindless,white,"creamy, salty",goaty,FALSE,FALSE
President Fat Free Feta,cow,"France, United States",Feta,"firm, artisan, brined",Medium,crumbly,natural,white,"herbaceous, salty, tangy",fresh,TRUE,FALSE
Sgt. Pepper,goat,United States,Feta,fresh soft,Medium,"creamy, smooth, spreadable",rindless,white,"full-flavored, spicy","fresh, spicy",TRUE,FALSE
Stella Feta,cow,United States,Feta,"firm, artisan",Medium,"crumbly, firm",bloomy,white,tangy,fresh,TRUE,FALSE
Allium Piper,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"garlicky, spicy","fresh, garlicky, spicy",TRUE,FALSE
Crottin de Chavignol,goat,France,Feta,"firm, soft-ripened",Medium,crumbly,natural,white,full-flavored,strong,FALSE,FALSE
Lost Lake,sheep,Canada,Feta,"fresh firm, artisan, soft-ripened",Medium,"creamy, semi firm, soft",mold ripened,white,"creamy, mushroomy","rich, yeasty",TRUE,FALSE
Sleightlett,goat,"England, Great Britain, United Kingdom",Feta,"fresh soft, artisan",Medium,"creamy, fluffy, smooth",mold ripened,white,"citrusy, lemony, nutty","goaty, lactic",FALSE,FALSE
Saltbush Chevre,goat,Australia,Feta,"fresh firm, artisan",Medium,creamy,rindless,white,"acidic, grassy, herbaceous, salty","goaty, grassy, herbal",TRUE,FALSE
Binnorie Marinated Fetta,cow,Australia,Feta,"soft, brined",Medium,creamy,natural,white,"herbaceous, mild, milky","clean, fresh, herbal",TRUE,FALSE
Stella Feta,cow,United States,Feta,"firm, artisan",Medium,"crumbly, firm",washed,white,tangy,fresh,TRUE,FALSE
Stella Feta,cow,United States,Feta,"firm, artisan",Medium,"crumbly, firm",washed,white,tangy,fresh,TRUE,FALSE
Lemon Myrtle Chevre,goat,Australia,Feta,"fresh firm, artisan",Medium,"creamy, firm, smooth",rindless,white,"acidic, herbaceous","fresh, herbal",TRUE,FALSE
